,title,company,place,industries,job_function,seniority_level,description
203,Full Stack Engineer,EcoTruck - Ecosystem for Trucking,"Phú Nhuận, Ho Chi Minh City, Vietnam",,,,"['Roles and Responsibilities/ Vai trò & Trách nhiệm  ● Build and operate highly-scalable web application./ Xây dựng và vận hành ứng dụng web có độ mở rộng nhanh chóng.  ● Analyze requirements, design and develop functionalities and improvements to products in a secure, and well-tested way./ Phân tích yêu cầu, thiết kế và phát triển các tính năng và các cải thiện cho các sản phẩm một cách an toàn và chuẩn chỉnh.  ● Participate in code review./ Thực hiện việc code review.  ● Collaborate with other software engineers, product owners, designers to build the product./ Cộng tác với các kỹ sư phần mềm, product owner và người thiết kế để xây dựng sản phẩm.  Education and Experience Requirements/ Yêu cầu  ● Minimum 2 years experience with fullstack development/ Trên 2 năm kinh nghiệm lập trình fullstack  ● Passionate about coding and programming, innovation, and solving problems. / Có đam mê lập trình, đổi mới và giải quyết vấn đề.  ● Strong coding skills with experience in at least one modern programming language (like Python, Java, Javascript, etc.)./ Kỹ năng lập trình vững với ít nhất một ngôn ngữ lập trình như Python, Javascript, Java...  ● Familiar with a web framework that follows MVC model or similar./ Đã từng làm việc với một web framework tuân theo mô hình MVC hoặc các mô hình tương tự.  ● Familiar with Linux development environments./ Quen thuộc với môi trường\xa0phát triển trên Linux.\xa0  ● Experience with MySQL / Có kinh nghiệm với MySQL.  ● Experience developing features for product/ Có kinh nghiệm phát triển các tính năng cho sản phẩm.  ● Experience with unit tests, code coverage, and code refactoring./ Có kinh nghiệm viết unit tests, code coverage, cải tiến chất lượng code.\xa0  Show more Show less']"
204,Software Engineer,Katalon,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Software Development,Engineering,Associate,"[""Established in 2015, Katalon, Inc. is a global product company providing “All-in-one” test automation solutions that empower teams to deliver software with excellence and confidence. Since launch, we have been experiencing exponential growth, continuously furnishing more than 100,000 enterprises worldwide, and were proudly named the “Best Test Automation of 2020” by Gartner Peer Insights.  We are seeking a Software Engineer who is interested in Katalon's SaaS automation testing solutions & products. You will be a part of a cross-functional Agile team continuously reviewing, developing & delivering updated software with satisfaction and confidence. Your solutions will make recognized contributions to 100k+ clients in over 160 countries.  To make it happen, your responsibilities shall be:  Develop scalable web-based solutions deployed both on Cloud and On-Premise Take initiative to propose ideas and solutions that solve business problems Contribute to Katalon's SaaS Platform to optimize operation and maximize business value   Requirements  Key Qualifications:  Experience with one of the JVM-based languages (Java) and Javascript ES6 or Typescript Experience with back-end web frameworks such as Spring and ORMs such as Hibernate Experience with front-end technologies such as React or Angular Experience building RESTful applications Good English communication   Bonus Points:  Knowledge of conventional J2EE specifications (CDI, JPA, JAX-RS) Knowledge of cloud platforms and microservice architecture Experience with CI pipeline Experience with SaaS business model   Benefits  At Katalon, we bring together self-starting, open-minded, and talented people while actively promoting a transparent and growth-enabling working environment. But don’t just take our words for it. Take a better look below!  Attractive compensation package including achievable Quarterly Performance Bonus and 13th-Month Bonus 19 Annual leave days and other supportive allowances Flexible working time and place together with high-end working equipment A-class office amenities including modern workspace design, in-house entertainment facilities, and unlimited refreshments & snacks Premium healthcare package for you and your loved ones A company trip every summer, annual year-end party, team building activities, and so much more fun are waiting for you!   Katalon is proud to be an equal opportunity employer. We care about our people and celebrate our differences. We want to work with talented, collaborative, and innovative people. We do not discriminate in hiring or any employment decision based on race, color, religion, national origin, age, sex (including pregnancy, childbirth, or related medical conditions), marital status, ancestry, physical or mental disability, genetic information, veteran status, gender identity or expression, sexual orientation, or other characteristics protected by law. Show more Show less""]"
205,C++ Developer,Bosch Global Software Technologies Vietnam,"Ho Chi Minh City, Vietnam",,,,"['Bosch Car Multimedia team is looking for full-time C++ Software Engineers working at Ho Chi Minh City, Vietnam.  The CM team develops high-quality, state-of-the-art Automotive Head Unit and Home Appliance Linux/Android-based systems.  Together with other Bosch locations worldwide, we provide software solutions for navigation,  vehicle functions, autonomous driving, camera, and IoT features to the car marker.  Our team also contributes to Bosch smart home & IoT solutions through SW delivery to Home appliance products. Show more Show less']"
206,Web Developer,Công ty Chứng khoán ACB (ACBS),"Ho Chi Minh City, Vietnam",,,,"['I) Mô Tả Công Việc  • Tham gia xây dựng ứng dụng Web bao gồm Web phục vụ cho khách hàng và Web phụ vụ cho nhân viên.  • Cải tiến và nâng cao hiệu suất của các hệ thống Web hiện tại.  • Nghiên cứu và áp dụng một số công nghệ Web hiện đại vào các dự án.\xa0\xa0  II) Yêu Cầu Công Việc  • Trình độ Đại học – Chuyên ngành Công nghệ thông tin  • Sử dụng thành thạo HTML5, CSS3, Javascript. Biết Typescript, Tailwindcss là một lợi thế.  • Hiểu được các khái niệm về SPA, SSR. Có khả năng xây dựng ứng dụng bằng Reactjs, Nextjs. Biết về React Saga, Material-UI\xa0là một lợi thế.  • Sử dụng thành thạo Git,VsCode.  • Ít nhất 2 năm kinh nghiệm liên quan.  III) Lương: thỏa thuận  IV) Phúc lợi  • Phụ cấp ăn trưa  • Thưởng: Thưởng tháng 13 và Thưởng theo KPI  • Team building  • Khám sức khỏe định kì  • Bảo hiệm tự nguyện ACB care  • Cho vay lãi suất ưu đãi.  • Thưởng sinh nhật, lễ, Tết…..  • Hỗ trợ chi phí đào tạo.  V) Địa điểm và thời gian làm việc  • Địa điểm: 107N Trương định, P.6, Q.3  • Thời gian làm việc: thứ 2- thứ 5 ( từ 8:00 - 17:00)  Show more Show less']"
207,Back End Developer,"ODK Media, Inc","Ho Chi Minh City, Vietnam",,,,"['4+ years of experience in software development and 3+ years of experience in using python-based web/rest API framework (Django, Flask, etc). Have good knowledge and have great emphasis on data structure & algorithms and how things work under the hood (Engineers are not those who use technologies but those who build technologies). Understand software design principles (Cohesion & coupling, modularity, SOLID principles, Package principles) and software architectural patterns. Passionate in both creating products that customers love and building high-quality codebase. Have good knowledge & experience in backend API performance optimization. Good at English reading and writing skills. Show more Show less']"
208,Application Engineer,Akselos,"Ho Chi Minh City, Vietnam",,,,"[""Akselos is a rapidly-growing digital technology company with headquarters in Europe and operations in South East Asia and the USA. The company has created the world’s most advanced engineering modeling, and fastest simulation technology, to protect the world’s critical infrastructure today and tomorrow. Currently focused on the Energy market, technology has the power to revolutionize how we build and manage our critical infrastructure and pushes the boundaries of what modern engineering and data analytics can achieve.  \xa0  Application Engineer will design, build and test computational components for Akselos' simulation software.  \xa0  ESSENTIAL JOB FUNCTIONS  Perform finite element calculation using both in-house and industrial software Test, develop, and improve various Akselos' in-house tools and software Design, build and validate Akselos computational components Generate Akselos-compatible computational meshes Participate in finite element modeling for offshore fixed structure and similar structure types Perform different analysis types such as in place, transportation, lifting, spectral fatigue Perform structural assessments such as beam buckling check, plate buckling check Research and apply industrial standards to simulation processes. Works together with the development team to identify bugs, enhance and improve software for efficiency and performance  \xa0  DESIRED SKILLS AND REQUIREMENTS:  Education: Bachelors or Masters - Aerospace Engineering, Mechanical Engineering, or in a related field of study Familiarity with the Finite Element (FE) Method Familiarity with offshore structure simulation, experience with offshore software such as SACS, Sesam, etc. Familiarity with industrial offshore standards such as ISO 19902, API RP2A, DNV-RP-C201/C202/C203, etc. Capable of writing high-quality code in Matlab, Python Ability to communicate in English and work well within a dynamic team located on three continents, Familiarity with CAD and meshing software such as SpaceClaim, Solidwork, Cubit Coreform, Hypermesh (optional).  \xa0  WORKING EXPERIENCE:  At least two (2) years working experience in the simulation industry and offshore software (SACS, Sesam, etc.)  Please describe relevant projects that you have led or involved in a cover letter  \xa0  How to apply:  · Please visit our Career Page:\xa0 https://akselos.com/about/careers/\xa0  Contact information if you have any questions:  Mr. Phuong Huynh - Email: phuong.huynh@akselos.com; Mr. Bang Nguyen - Email: bang.nguyen@akselos.com Mrs. Minh-Ha Vu - Email: minhha.vu@akselos.com Show more Show less""]"
209,"Back End Developer (Java, Python, Golang)",MoMo (M_Service),"Ho Chi Minh City, Vietnam","IT Services and IT Consulting, Software Development, and Financial Services","Information Technology, Project Management, and Product Management",Mid-Senior level,"[""Description  Develop systems, services that serve Machine Learning models. Building framework for Machine Learning systems. Support & operate the Machine Learning systems. Driving technical collaborations with tech, business, product teams. Take ownership of your work, collaborate with Software Engineers, Machine Learning Engineers, Data Scientists to build systems using your engineering experience. As an example, suppose that we want to build a fraud detection system, you will take care of building the services necessary for retrieving user history, transforming & loading data into machine learning models and connecting to other services for appropriate actions. Other assignments from line manager.  Requirement  At least 2 years as a Software Engineer, with fluency and experience in either backend languages such as Java, Go, Python.. Strong foundation & engineering skills. Experienced in building high-performing systems. Experienced working with cloud services such as GCP, AWS, Azure is a plus. As a builder, you go the extra mile to bring your prototypes to production. Strong product ownership. You take a high responsibility for what you build. You keep a high bar for product quality. Strong collaboration skills. You reach out to help other team members.  Our benefits:  Attractive compensation & benefits. 13th month salary bonus and yearly performance bonus. 14 paid days off per year Premium health care insurance Great allowances (lunch, parking, birthday, happy hours....) Salary review at least one time per year based on employee's performance and contribution. Outing/team-building activities (company trip , soccer sport, english club, running club,..). Other benefits as per stated in Vietnamese Labor Law Work with experienced & strong team. Friendly, dynamic & flexible working environments.  Show more Show less""]"
210,Front-End Developer,Gameloft,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Mobile Gaming Apps,Information Technology,Mid-Senior level,"['Company Description  Are You Looking For a Fun Place to Work?  Join The Game!  Leader in the development and publishing of games, Gameloft® has established itself as one of the top innovators in its field since 2000. Gameloft creates games for all digital platforms, two of which are featured in the “Top 10 iOS Games by All-Time Worldwide Downloads” from App Annie. Gameloft operates its own established franchises such as Asphalt®, Order & Chaos, Modern Combat and Dungeon Hunter and also partners with major rights holders including Disney®, LEGO®, Universal, Illumination Entertainment, Marvel®, Hasbro®, Fox Digital Entertainment, Mattel® and Ferrari®. Gameloft distributes its games in over 100 countries and employs 4,600 people worldwide. Every month, 114 million unique users can be reached by advertisers in Gameloft games with Gameloft Advertising Solutions, a leading B2B offering dedicated to brands and agencies. Gameloft is a Vivendi company.  All trademarks referenced above are owned by their respective trademark owners.  Job Description  Analyze idea/design from Game Design/Producer. Propose/do research to find suitable solution. Implement/create New Ads Content based on design and feedback from other parties. Follow up and keep plan executed as schedule according to requirements (e.g., type of work & schedule) provided by Game Producers, Division Lead Developer and common work agreements with the different departments (i.e., Game Design, 2D & 3D Art) in order to achieve milestone contents delivery Collaborate with Ads Server Team and the Game Team in order to embed the New Ads Contents onto the host game using the Ads Server Tools and following the Gameloft Ads Processes. Report to relevant Division Lead Developer on daily basis ETA on task completion Report immediately to the relevant Division Lead Developer regarding any blockages, unresolved issues and other impediments to the production Write documents about the technical aspect of the project and take part in project Postmortem, especially technical part of it.  Experience  Qualifications  Experienced on HTML5/web game development more than 1 year Experienced with cloud platforms is a plus; Experienced with Cocos creator is a real advantage;  Knowledge  Strong knowledge of JavaScript Knowledge of Ads in App/ iAB lib is a plus; Knowledge of WebGL and 3D Programming is a plus; Knowledge of Cocos creator is a real advantage; Technical knowledge Javascript, game engines, network programming, ... and any new technology implied by work; Knowledge of online communication and networking technologies.  Skills  Writing readable code that is easily usable by others Logic thinking Data structure + Algorithms Self-learning  Additional Information  Recruitment Process  (1) 20-minute Call. Only qualified candidates will be contacted by our recruiters, (2) Test (duration is TBD, depending on your profile), (3) 1-hour Interview, (4) Offer.  Work Location and Hour  Work location 26 Ung Van Khiem, Binh Thanh, HCMC (hybrid working model). Work hour 0830 A.M. - 0600 P.M, Monday to Friday.  What We Offer  An attractive salary, with Tet Holiday bonus (""13th-month salary""), and other performance bonuses paid every 2 quarters, or on the spot. Full coverage of SI, HI, UI, and extra insurance (PTI). A hybrid working model. A range of policies to support employees physically, mentally and emotionally while working from home. A dynamic workplace environment, with over 18 nationalities, where hundreds of world-renowned game titles (Asphalt, Minion Rush, Modern Combat, Dungeon Hunter etc.) were born. An open-space office, a cafeteria, a terrace and a Gaming Area. Other benefits from ""One of the best companies to work for in Asia 2021"" (#HRAA2021).  Application  Send your CV and cover letter (optional) to sai-recruitment@gameloft.com, titled FE_GLAD_Your full name or apply here via SmartRecruiters.  Find Out More About Us  Facebook (Gameloft SEA) www.facebook.com/gameloftsea Website (Gameloft SEA) www.game-sea.com Show more Show less']"
211,Frontend Developer,"VISSOFT JSC .,","Hanoi, Hanoi, Vietnam",,,,"['1. MÔ TẢ CÔNG VIỆC: - Tham gia vào dự án phát triển với khách hàng trong và ngoài nước - Tham gia đọc và phân tích yêu cầu của khách hàng. - Thực hiện code, unit test theo yêu cầu của leader. - Được tự do trao đổi, đưa ra ý kiến về công nghệ. - Tham gia vào quy trình phát triển dự án, kết hợp với nhóm dự án để hoàn thành tiến độ công việc được giao. - Trau dồi kỹ năng chuyên môn, phát triển nghề nghiệp, có cơ hội làm leader. 2. YÊU CẦU CÔNG VIỆC: - \u200bThành thạo một trong các ngôn ngữ Javascript hoặc Typescript. - Nắm vững về HTML, CSS. - Có khả năng tư duy lập trình tốt. - Đã tham gia ít nhất 1 dự án Frontend làm với một trong các SPA framework Angular Typescript, VueJS, ReactJS. - Sử dụng thành thạo các công cụ quản lý code như Git, SVN. - Có khả năng UI/UX là một lợi thế. - Tiếng Anh tốt là một lợi thế. 3. QUYỀN LỢI ĐƯỢC HƯỞNG: - Chế độ lương hấp dẫn UPTO 1000$ - Thời gian làm việc từ Thứ 2 - Thứ 6 - Xét lương 2 lần/1 năm, dựa trên kết quả công việc và hiệu quả hoạt động của công ty; - Lương tháng 13; tiền thưởng cho nhân viên xuất sắc và tập thể xuất sắc; - Bảo hiểm chăm sóc sức khỏe cao cấp, bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp; - Được khám sức khoẻ định kỳ 1 lần/1 năm; 01 giờ nghỉ phép có lương mỗi ngày cho phụ nữ có con dưới 12 tháng; - Tối thiểu 12 ngày nghỉ có lương mỗi năm cho tất cả nhân viên chính thức; - Không gian làm việc đẹp & hiện đại với những đồng nghiệp trẻ trung, năng động & thân thiện và cà phê, trà, đồ uống miễn phí; - Du lịch công ty hàng năm và tiệc cuối năm, team building hàng quý và ăn uống cùng nhau hàng tuần; Câu lạc bộ: chạy, bóng đá, game,...  * Send your CV to: giangdt@vissoft.vn Show more Show less']"
212,Backend Engineer (All level),GiaoHangNhanh (GHN),"Ho Chi Minh City, Vietnam",,,,"['ABOUT US  As part of Vietnam’s fast growing e-commerce ecosystem since 2012, we have become the leading integrated logistics provider for millions of merchants and consumers, while creating thousands of jobs in the new economy. Our core strengths are nationwide network, operational excellence, and technology capacity. We are obsessed about delivering faster, cheaper and smarter experiences to our customers across all products and services. Our vision is to become the operating system of Vietnam’s digital commerce.  As Software Engineer, you will be involved in the planning, development, and maintenance of the web & mobile app supporting our products and services in GHN, have the chance to make leading enterprise products for massive users in the Vietnam market.     WHAT YOU WILL DO  Optimizing components for consistency and performance across desktops, tablets, and mobiles. Collaborate with cross-functional teams to design, develop and ship new features. Optimize the system for reliability and performance. Fix bugs and improve the system. Write unit test code to prevent similar bugs Responsibility to resolve bugs as soon as possible. Provide methodology and metrics to monitor the system. Improve performance, the reliability of the system. Contribute knowledge to the technical team.     WHAT YOU WILL NEED  At least 1 years of experience as Software Engineer/ Backend Engineer Knowledge and experience in Golang or any general purpose programming languages including but not limited to: C/C++, Python, Java, Javascript ES6. and be willing to change to Golang. Experience with two or more data systems but not limited to: Postgres, Mongodb, Elasticsearch, Redis, RabbitMQ, Kafka, Cassandra. Good understanding and knowledge of OOP, data structure, design patterns. Self-motivated to explore new technologies, applications, and environments. Can work in both independent and teamwork environments. Familiar with Microservices, event driven architecture (a plus)  Show more Show less']"
213,Frontend Developer,Opus Match,Vietnam,,,,"[""We are hiring:  Our engineering & product team focuses on hiring amazing people who seek high autonomy and ownership. As an early engineer at MyLong, you’ll be working on a wide variety of projects, from designing and optimizing the features our clients need to strategizing on product design that will contribute to the future of work!     What you'll do:  Design and develop a performant B2B application Deliver products with high responsibility, availability, scalability, security, and maintainability Work with a product owner, a designer and backend engineers to implement product features Translate UI/UX designs and business requirements into high-quality, well-tested, clean, simple, and maintainable code Maintain and improve product quality     Qualifications:  5+ years experience of web development 3+ years for frontend development (2+ years for React) Strong understanding of JavaScript fundamentals Strong knowledge of HTML and CSS Experience with TypeScript Experience with testing framework (Jest, Mocha, etc…) Experience with CI/CI (gitHub workflow, Circle CI) and infrastructure (AWS, Heroku) Good awareness of UX Knowledge of Backend development     Nice to have:  Experience with CSS pre-processors: Sass Some experience with Figma or storybook     Benefits:  Comparative Salary 13th-month bonus Remote work Merit-based performance review     Show more Show less""]"
214,Full Stack Engineer,Luxoft,Vietnam,IT Services and IT Consulting,Engineering and Information Technology,Associate,"[""Project Description  One of the world's largest oil field service companies has a need to develop web based enterprise cementing job design and quality control software with rich reporting functionality in continuous efforts to improve quality of shale oil wells cementing.     About the Project - web based enterprise cementing job design and quality control software with rich reporting functionality.  Our team - friendly, cooperative, open-minded team of experienced software professionals.  Technologies used - C#, Angular 11, TypeScript, .Net Core 3, Bootstrap, ChartJS, MS SQL Server, etc.     - Responsibilities  Design and implementation of new features and core components Refactoring and continuous improvement of existing functionality Requirements analysis and clarification Communication with US team members on daily basis Participation in a SCRUM-based project development  Skills  Must have  2+ years of experience with .Net/C# 1+ years of experience with Angular 6.0 or newer Advanced knowledge of OOP, design patterns, SOLID principles Experience in web applications development with Angular 6.0 or newer Experience in web applications development with .NET Core 2.1 or newer TypeScript development Excellent analytical, problem solving, and debugging skills Bachelor or Master's Degree in Computer Science Upper-Intermediate English  Nice to have  Bootstrap, Angular CLI, Reactive Extensions for Angular Web API/RESTful server development using ASP.NET core MS SQL Server Experience with TFS or Git Understanding of Agile development methodologies Oil & Gas domain knowledge Show more Show less""]"
215,Big Data – Hadoop Engineer (up to $4000),HCL Vietnam,"Ho Chi Minh City, Vietnam",IT Services and IT Consulting,Information Technology and Engineering,Mid-Senior level,"['HCL Vietnam Company Limited, (www.hcltech.com) is looking for Senior Java Developer     ABOUT HCL  HCL Technologies is a next-generation global technology company that helps enterprises reimagine their businesses for the digital age. HCL offer an integrated portfolio of products, solutions, services, and IP through our Mode 1-2-3 strategy built around Digital, IoT, Cloud, Automation, Cybersecurity, Analytics, Infrastructure Management and Engineering Services, amongst others, to help enterprises reimagine their businesses for the digital age.  With a worldwide network of R&D, innovation labs and delivery centers, and 150,000+ ‘Ideapreneurs’ working in 49 countries, HCL serves leading enterprises across key industries, including 250 of the Fortune 500 and 650 of the Global 2000.     INTRODUCTION  HCL Technologies, as the leader in Cloud & Digital Analytics services, are proud to be the key technology partner for our customer in this digital transformation journey. HCL is setting up large delivery centers for digital transformation projects in Vietnam and as part of that we are starting a delivery center in Ho Chi Minh City for Data transformation initiative of a major Global Bank. Work involves transforming legacy data into modern digital data technology and hosting it in Google Cloud Platform. This is an exciting project in which employees get opportunity to experience most modern data tool stack. Project is delivered in agile ways of working, an excellent opportunity to work for a global leader. Joining us, you are the ones who create this innovative journey, you will have many chances to learn & work with latest Cloud and Data Analytics technologies.     RESPONSIBILITIES  As a Hadoop big data engineer, you will develop, operate and drive scalable and resilient data platform based on Hadoop ecosystem to address the business requirements:     • Ensure industry best practices around data pipelines, metadata management, data quality, data governance and data privacy  • Design and implement business-specific large-scale data processing pipelines  Work with complex data structures, manipulate, cleanse data, and perform transformations to make insights from data.  • Responsible to Ingest data from files, streams, and databases. Process the data with PySpark, Kafka, Hive, Hive LLAP…  • Develop efficient software code for multiple use cases leveraging Spark and Big Data Technologies for various use cases built on the platform  • Provide high operational excellence guaranteeing high availability and platform stability     MAIN REQUIREMENTS  ➢ Must requirements:  • Experience in Hadoop ecosystem including HDFS, MapReduce, YARN, HBase, Zookeeper, Pig, Hive…  • Experience in building large-scale data processing (batch-processing, stream processing)  • Experience with Apache Spark preferably in PySpark  • Understanding of SLA and meeting Timelines for support activities     ➢ Good to Have:  • Experience with Hadoop distributions such as Cloudera, HortonWorks, comparison and feasibility  • Experience in Apache Kafka, Apache Beam  • Experience with Data warehouse  • Experience in ETL  • Experience in Data management:  o Data Governance  o Data Architecture  o Data Modelling  o Data Quality  o Data integration  • Experience in SQL and NoSQL Database  • Good in programming language Python, Java  • Experience with SRE, Patching & Automation: Kubernetes or Docker & Containerization  • Experience working with Big Data on Cloud environment  • Experience with Google Cloud  • Experience in Backend development using Java  • Experience in Data API  • Good to have Architecture knowledge or experience     BENEFIT  • Attractive package including base salary + 13th month salary + Performance Bonus HCL  • Insurance based on full base salary  • Meal allowance 730,000/month  • 100% of full salary and benefits as an official employee from the 1st day of working  • Medical Benefit (Bao Viet Insurance Package) for Employee and Family  • Working in a fast paced, flexible, and multinational working environment with opportunity to travel onsite (in 49 countries)  • Internal Training (Technical & Functional & English)  • Working time: 8:30 am-6:00 pm from Mondays to Fridays     For support and more information, please contact:     Ngoc Nguyen (Ms) Recruitment Department  HCL Vietnam Company Limited  Zalo/Mobile: (84)968765839  Email: ngoc_nguyen@hcl.com  Linkedin: www.linkedin.com/in/ngoc-nguyen-6b322422a  Show more Show less']"
216,REACT developers,Not applicable1,Vietnam,,,,"[""Primary focus will be the development of all server-side logic, definition and maintenance of the central database, and ensuring high performance and responsiveness to requests from the front-end that are according to specifications  • Build reusable code and libraries for future use  • Implement secure and well-documented APIs for ease of integration  • Assess product specifications, then provide technical recommendations based on efficiency, best practices, and latest trends  • Collaborate with the product, UI/UX, and client-facing application development teams to align specifications  • Continuously improve applications based on business demands and customer feedback     Qualification  Bachelor's/College Degree  Years of Experience  at least 2 years  Show more Show less""]"
217,"Software Engineer, Backend",Grab,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",IT Services and IT Consulting,"Information Technology, Product Management, and Engineering",Entry level,"['Job Description:  Life at Grab:  At Grab, every Grabber is guided by The Grab Way, which spells out our mission, how we believe we can achieve it, and our operating principles - the 4Hs: Heart, Hunger, Honour and Humility. These principles guide and help us make decisions as we work to create economic empowerment for the people of Southeast Asia.  Get to know our Team:  The GFG VN Lending Engineering team is responsible for building a safe, secure and high throughput lending platform. We own a range of platform primitive components such as, but not limited to, Orchestrator, payment integrations and Collection service, and utilize multiple SaaS solutions. We take pride in building distributed systems that have a real impact on the lives of millions of users in our endeavor to out-serve the underserved population.  Get to know the Role:  Grab Financial Group is building a product team to build its own flexible lending platform that is capable of delivering new finance products to market in a short time.  As such, we are seeking talented and passionate Engineers to join our team, you will have opportunities to work on multiple backend service clusters. It is very important that our team members take initiative to identify problems, and have the right mindset and skillsets to solve them.  The day-to-day activities:  Write with the cutting edge Java code to improve the availability, scalability, latency, and efficiency of GFG’s range of services Participate in code reviews to maintain our high development standards Engage in service capacity and demand planning, software performance analysis, tuning, and optimization Collaborate with non-tech teams to clarify feature specifications Work closely with infrastructure team in building and scaling back-end services as well as performing root cause analysis investigations Build, analyze and fix large-scale systems Learn full-stack performance tuning and optimization Debug and modify complex, production software  The must-haves:  A degree in Computer Science, Software Engineering, Information Technology or related fields At least 3 years of experience in software engineering in a distributed systems environment Knowledge of Computer Science fundamentals in algorithms and data structures Familiarity with running large scale web services; understanding of systems internals and networking are a plus Understanding of system performance and scaling Possess excellent communication, sharp analytical abilities with proven design skills, able to think critically of the current system in terms of growth and stability You can be a good coder in any language (C++, C, Java, Scala, Rust, Haskell, OCaml, Erlang, Python, Ruby, PHP, Node.JS, C# etc.), but willing to work on Java Strong understanding of relational databases  Our Commitment:  We are committed to building diverse teams and creating an inclusive workplace that enables all Grabbers to perform at their best, regardless of nationality, ethnicity, religion, age, gender identity or sexual orientation and other attributes that make each Grabber unique.  About Grab  Grab is the leading superapp platform in Southeast Asia, providing everyday services that matter to consumers. Today, the Grab app has been downloaded onto millions of mobile devices, giving users access to over 9 million drivers, merchants, and agents. Grab offers a wide range of on-demand services in the region, including mobility, food, package and grocery delivery services, mobile payments, and financial services across 428 cities in eight countries  Join us today to drive Southeast Asia forward, together. Show more Show less']"
218,Software/ Data Engineer,Techcombank (TCB),"Hanoi, Hanoi, Vietnam",Banking,Information Technology,Mid-Senior level,"[""Mục tiêu / Objective  - The job holder is responsible for developing programs, algorithms and automated processes to cleanse,  integrate and evaluate large datasets from disparate sources and implement complex business logic as  needed with the available data processing tools.  - The job holder will be responsible for helping build a reliable, sustainable and scalable data processing  platform, working with other tribe members to support data pipelines, convert models to machine learning  codes and recommend Big Data reporting and visualization applications.  Trách nhiệm chính / Key accountabilities  A. Data Architecture  Deliver functionality required for business and data analysts, data scientists and other business roles to  advance the overall analytic performance and strategy of the bank  Assist in building best practices and strategies for data infrastructure to fulfill data analytic and utilization  needs of the business with emerging latest technologies and capabilities.  - Collaborate with relevant teams on opportunities to manage data and provide solutions for complex data  feeds within the bank.  - Maintain data integration processes into the data platform by building data pipelines and align with  business representatives and business information needs.  - Review internal and external business and product requirements for data operations and activity and  suggests changes and upgrades to systems and storage to accommodate ongoing needs.  B. Data Integration  - Obtain and integrate data and information from various sources into the firm’s platforms, solutions and  statistical models.  - Collaborate with Data Scientists to understand data requirements and create re-usable data assets to  enable data scientists to build and deploy machine learning models faster.  - Write scripts and ingest raw data to build and maintain optimized data pipelines and ETL solutions as  business support tools in providing analysis.  - Ensure data assets are organized and stored in an efficient way so that information is easy to access and  retrieve.  Yêu cầu/ Requirements  Bằng cấp, Kinh nghiệm/ Qualification and experiences  - Bachelor or Master’s degree in Statistics, Mathematics, Quantitative Analysis, Computer Science,  Software Engineering or Information Technology  - 2 to 4 years of relevant experience with developing, debugging, scripting and employing big data  technologies (e.g. Hadoop, Spark, Flink, Kafka, Arrow, Tableau), database technologies (e.g.  SQL, NoSQL, Graph databases), and programming languages (e.g. Python, R, Scala, Java, Rust,  Kotlin) with preference towards functional/trait oriented  - English proficiency requirements are pursuant to Techcombank's policy  - Experience in designing and building dimensional data models, ETL processes, applied data  warehouse concepts and methodologies, optimized data pipelines and assisted the architect as  needed  - Experience monitoring complex system and solving data and systems issues having a consistent  and algorithmic approach to resolving them  - Deep understanding of Information Security principles to ensure compliant handling and  management of all data  - Experience working in Agile teams to support digital transformation projects, having a clear  understanding of Agile principles, practices and Scrum methodologies  - Has some know-how and partial scripting and coding experience to set up, configure & maintain  a machine learning model development environment  - Some experience architecting, coding and delivering high performance micro services and/or  recommenders delivering recommendations to a large user-base  Show more Show less""]"
