,title,company,place,industries,job_function,seniority_level,description
364,Chuyên viên Kế toán,Công Ty Cổ Phần Thành Long,"Ninh Bình, Ninh Binh, Vietnam",Mining,Other,Not Applicable,"['Mô tả công việc  Kiểm tra tính hợp lý, hợp lệ của hóa đơn, chứng từ, hạch toán các nghiệp vụ phát sinh vào sổ sách kế toán, cập nhật dữ liệu trên phần mềm kế toán Kiểm tra sự cân đối giữa số liệu kế toán chi tiết và tổng hợp Thống kê và tổng hợp số liệu kế toán khi cần tại mọi thời điểm trong năm tài chính Theo dõi và lưu sổ sách kế toán Lập tờ khai thuế GTGT, báo cáo hóa đơn và các báo cáo khác để gửi cho cơ quan thuế theo đúng thời hạn và quy định Lập báo cáo tài chính cuối năm Lưu trữ dữ liệu kế toán theo quy định hiện hành Thực hiện các công việc khác theo quy định của Công ty  Đại học Show more Show less']"
365,Recruiting Junior to Senior Odoo Web Dev 👨🏻💻🚀🇻🇳,"Komit, Vietnam","Phường Thảo Điền, Ho Chi Minh City, Vietnam",,,,"['Recruiting now!  Odoo Web Developer 👨🏻\u200d💻, junior and senior profiles accepted.  Vietnamese candidates preferred who can speak/write in Intermediate English.  Salaries from 8,000,000 to 25,000,000 VND per months.  Full details here:  https://docs.google.com/document/d/1-cR8Y9Xmq0E-YNPND3vXvpezCM0IuZlVY54xm1tDkQc/edit# Show more Show less']"
366,Junior/ Senior Research And Development,Starpunk,"Ho Chi Minh City, Vietnam",,,,"[""About STARPUNK  STARPUNK is a decentralized incubator and all-in-one technology solution provider in terms of blockchain technology-based products.\xa0  Currently, STARPUNK is known as a launchpad where we aim to empower game developers, token buyers, and players to build a blockchain-based economy, accelerate the introduction of promising NFT Games into the market through our Game Launchpad, and allow projects incubated by STARPUNK to launch their own white-labeled NFT Marketplace.\xa0  Towards building up our ecosystem, our vision is building a metaverse with multiple games and social activities. The idea has just started and we’ve got more left to do — and that's where you come in!  Blockchain technology is one of the most important technological advancements of our time, and we want to build a team passionate and eager to excel in this arena.     Junior Research Analyst (GameFi & Metaverse)  Responsibilities:  Collect, finalize, and analyze all data/information about the trending of GameFi & Metaverse in the market and relative projects to produce content for the internal and external. Evaluate and report about projects applied launchpad, incubation & investment. Working directly with GameFi, metaverse partners, and domestic & foreign investment funds.  Join our team if you:  At least 6-month experience in Crypto Have a data-driven analytical mindset & critical thinking Good English skills in reading and writing. Able to take initiative and work independently. Detail person and highly adaptable. A Plus if know about Digital Marketing and Content Creation.     Senior Research Analyst (GameFi & Metaverse)  Responsibilities:  In-depth research on teamwork develops product strategies and go-to-market strategies for STARPUNK and partner projects. Evaluate and report on launchpad, incubation & investment projects. Manage & evaluate junior research analysts. Working directly with GameFi, metaverse partners, and domestic & foreign investment funds  Join our team if you:  At least 1-year experience in Crypto Have a data-driven analytical mindset & critical thinking Good English skills in reading and writing. Able to take initiative and work independently. Detail person and highly adaptable. Leadership skill. A Plus if know about Digital Marketing and Content Creation.     Why You'll Love Working Here  An attractive monthly salary with performance bonuses on project-based or company performance 15 days of paid annual leave A young and dynamic workplace environment, open-space office with cafeteria corner, terrace and Gaming Area Learning opportunities through attachment with experts and on-the-job training Working hours: from Mon-Fri (9:00 ~ 18:00) Company trips for Team Building activities  Location: 105 Co Giang St, Dis 01, HCMC  For any further information, feel free to reach out to our HR Department at hr@starpunk.io  Show more Show less""]"
367,MiddleWare Developer,PROS HR ADVISORS COMPANY LIMITED,"Hanoi, Hanoi, Vietnam",,,,"['The Job  -\xa0\xa0\xa0\xa0\xa0\xa0\xa0Maintenance of existing Middleware product of Altimedia  -\xa0\xa0\xa0\xa0\xa0\xa0\xa0Porting Middleware to another chipset like Broadcom, Hisilicon, Ali, Amlogic ... depend on customer’s requirement.  -\xa0\xa0\xa0\xa0\xa0\xa0\xa0Development (design, develop, integrate) Middleware components in Java, C, C++ on Linux/Android  -\xa0\xa0\xa0\xa0\xa0\xa0\xa0Collaborate with national and international colleagues in order to improve software quality and efficiency.  \xa0  Your skills and experience  Required:  -\xa0\xa0\xa0\xa0\xa0\xa0\xa0Engineer/Bachelor or Master Degree of Computer Science, ICT or equivalent.  -\xa0\xa0\xa0\xa0\xa0\xa0\xa0At least 05 years of experience in in C/C++ Embedded development in Linux/Android for mobile or Set-top box  -\xa0\xa0\xa0\xa0\xa0\xa0\xa0Have working experience about Android Framework layers  -\xa0\xa0\xa0\xa0\xa0\xa0\xa0Have Java/JNI programming experience  Prefer:  -\xa0\xa0\xa0\xa0\xa0\xa0\xa0Knowledge of the MPEG specification, or any video technology.  -\xa0\xa0\xa0\xa0\xa0\xa0\xa0Experience with third-party libraries and APIs is a plus  -\xa0\xa0\xa0\xa0\xa0\xa0\xa0Experience in one or more of the languages Java/Kotlin is a plus  -\xa0\xa0\xa0\xa0\xa0\xa0\xa0Be able to communicate in English     Benefits  -\xa0\xa0\xa0\xa0\xa0\xa0\xa0Attractive compensation & benefits according to the industry level. Social Insurance, Health Insurance, Unemployment Insurance according to Vietnam Labor law  -\xa0\xa0\xa0\xa0\xa0\xa0\xa0Supporting individual growth through the task & training  -\xa0\xa0\xa0\xa0\xa0\xa0\xa0Attractive bonus and wage increase  -\xa0\xa0\xa0\xa0\xa0\xa0\xa0Allowance for Non – compulsory insurance, Lunch allowance, Transportation allowance, Communication allowance, Allowance for team leaders  -\xa0\xa0\xa0\xa0\xa0\xa0\xa0Additional holiday on Mid-autumn day, Christmas day, Anniversary of the establishment of the company; Additional annual leave.  -\xa0\xa0\xa0\xa0\xa0\xa0\xa0Allowance for teambuilding; Football club, Women team’s club; Company trip, Birthday party  -\xa0\xa0\xa0\xa0\xa0\xa0\xa0Expenditure for congratulations and condolences  Show more Show less']"
368,Trưởng Nhóm Truyền Thông Và Thương Hiệu,F88,"Hanoi, Hanoi, Vietnam",Financial Services,Other,Mid-Senior level,"['MÔ TẢ CÔNG VIỆC Thực hiện các hoạt động phát triển thương hiệu trên các kênh được phân công hướng tới khách hàng nội bộ và khách hàng bên ngoài, xây dựng các kênh tương tác giữa F88 và khách hàng, dẫn dắt các Phòng giao dịch làm thương hiệu trên các kênh nhằm mục đích xây dựng và phát triển thương hiệu F88 Tổ chức, triển khai các chương trình/hoạt động thúc đẩy hình ảnh thương hiệu tới khách hàng, bao gồm các hoạt động quảng bá, tài trợ, giải thưởng, CSR… nhằm tăng giá trị thương hiệu trong tâm trí khách hàng Tổ chức triển khai các chương trình, chiến dịch, hoạt động truyền thông thương hiệu, dẫn dắt Phòng giao dịch làm thương hiệu trên các kênh Digital và qua Trade Marketing Thiết lập các tiêu chuẩn, phân tích và triển khai các hoạt động marketing theo các chỉ tiêu đo lường chủ chốt Quản lý và phối hợp với các phòng ban liên quan, quan hệ báo chí và các cơ quan quản lý báo chí để thực hiện các hoạt động quảng bá thương hiệu, truyền thông thương hiệu, hợp tác đồng thương hiệu, tài trợ với mục tiêu gia tăng giá trị thương hiệu và phù hợp với mục tiêu kinh doanh từng thời kỳ Thực hiện các công việc khác theo yêu cầu của cấp trên YÊU CẦU CÔNG VIỆC Tốt nghiệp Đại học trở lên chuyên ngành học về Marketing truyền thông, Quản trị Kinh doanh, Ngoại thương hoặc các ngành nghề có liên quan Có từ 3-5 năm kinh nghiệm trong lĩnh vực quản lý Thương hiệu, có từ 2 năm ở vị trí tương đương Đam mê marketing số hướng đến doanh thu mục tiêu là một lợi thế Có kinh nghiệm triển khai các chiến dịch quảng bá thương hiệu lớn Có khả năng lập kế hoạch IMC, phân bổ ngân sách và thực hiện hóa Có kỹ năng về PR, Digital management Có sức khỏe tốt và có khả năng làm việc trong môi trường áp lực cao Show more Show less']"
369,Frontend Developer,LocalizeDirect - Game Localization & LQA,"Ho Chi Minh City, Vietnam",Translation and Localization,Information Technology,Entry level,"[""Top 3 Reasons To Join Us  Hybrid working Excellent salary & environment Onsite chance  Job Description  The Company  We’re developing Gridly, a SaaS product that helps developers to manage their digital content. Although Gridly is a new product it has already been adopted by the biggest brands in the games industry - Rovio, Pokemon Company, Bethesda, Scopely, and more.     Our environment is highly international with HQ in Sweden and clients all over the world.     The Opportunity  Joining us, you will:     Build features on top of Grid layout, payment, permissions,... new features every sprint. (look like a google sheet, Airtable, …). Contribute your ideas to and maintain a growing Frontend system. Collaborate closely with other teams (BE team, designer team) to solve problems.  Your skills and experience:     2 years of ReactJS experience. Understand its core principles (react hooks are highly recommended). State management: Redux, redux-thunk. Solving problem skills. Experience with grid concept (row, column, cell, …). Familiar with the UI library (Material UI,...). Good communication in English.     It's also nice to have:  Practical experience of NodeJS development. Experience in back-end communication        Why You'll Love Working Here  We're a Swedish company built and managed by engineers with a background in the games development industry. Chance to build a SaaS product that manages the asset pipeline at the big game companies like Rovio, Pokemon, etc. A long-term career with plenty of opportunities for job advancement and empowerment Flat, product-led organization and no hierarchies to get in the way of getting things done Talented, motivated, and interesting colleagues Be a big part of a lean team - your input will make a big difference 13th-month salary MacBook Pro 16-inch provided We're fun, friendly, super-fast, and flexible Show more Show less""]"
370,Python Developer (Salary 1500-2000$),LARION,"Ho Chi Minh City, Ho Chi Minh City, Vietnam ",Software Development,Information Technology and Engineering,Associate,"['Responsibilities We are looking for a talented and ambitious Python Developer. You will be one of the key contributors in our organization and develop high quality financial system solution following well-known Python workflows and best practices. Being our developer, you will focus to:  Assist on all aspects of development including coding, testing, CI/CD Implement new features using modern best practices and latest technologies Work closely with other team members and stakeholders Participate in code reviews and other team discussions Write well tested, scalable code Continuously discover, evaluate, and implement new technologies to maximize development efficiency The selected candidate will help support a next-generation, scalable, fault-tolerant, global online platform for quantitative financial modeling. Our next stage of growth includes expanding the global footprint of our web-based simulation engine, creating this new opportunity  Essential Skills  At least 1 year of working experience with Python Working experience with SQL databases Working experience with Linux Should be able to write clean, scalable codes Good logical thinking and critical thinking in handling process and requirements Have entrepreneurial spirit and willingness to share training with colleagues  Why you’ll love working here  Attractive salary and benefits (13th Salary, Outstanding employee of the quarter and the year, Seniority award, etc.) Performance appraisal twice a year Premium Healthcare and Accident insurance Various training on technical and soft skills Teambuilding, Company trip, Year-end party, etc. Support for personal loans such as: home loan, vehicle loan, tuition fee, etc. Commitment to community development: charity every quarter, blood donation, etc. Show more Show less']"
371,Senior Business Intelligence Analyst,Hello Health Group,"Ho Chi Minh City, Vietnam",,,,"[""The Purpose of Your Role:  As a BI Analyst - Commercial, You’ll deliver advanced analytical services internally, as well as drive the external strategic direction of data and services to our clients. Other duties will include leading interdisciplinary teams, improving and streamlining data systems within the company, and driving innovation. You’ll also ensure there are effective interfaces and strong working relationships between the Data & Analytics team and the rest of the business especially the commercial team. The role will be required to balance the need for robust and disciplined processes for forecasting vs the creativity and design skills required for Reporting & Analytics. The role will also be responsible for the set up and maintenance of the Hello Health Information Management Strategy, helping the business to identify and manage all Hello Health’s knowledge assets.     Key Responsibilities     Deliver Advanced Analytical Services:     ● Commercial Database - System Management / Business Reporting / Stakeholder Facilitation:  You’ll maintain and update commercial database architecture. You’ll prepare the reports required by CFO, CCO, CSO and other key stakeholders. You’ll identify and resolve inaccuracies across assumptions and other inputs. You’ll support the regional team with updating regional contracts, invoices and collections in the commercial databases. You’ll manage, assign and input allocations of regional contracts and invoices to countries.     ● Business Intelligence / Technical Excellence:  You’ll actively identify and implement improvements to the reporting and BI architecture which contributes significant values to clients and internal. You’ll deliver a strategy for developing advanced analytics using (where appropriate) big data analysis, data mining techniques, specialized DB’s / analysis tools. You’ll be shaping Data systems and business processes to produce enhanced data and analytics to drive.     ● Planning / Prioritization:  Based on decisions following the business process, the product development team together with CTO will work to allocate time and resources to the decided work slate. You’ll work closely with senior stakeholders to ensure all aspects of the data business are considered in these advances. Feedback will be collected directly and indirectly through sales and define development projects and schedules together with the CTO.     ● Regulatory Reporting:  You’ll ensure timely and accurate preparation and filing of various reports in compliance with all regulatory requirements, company policies and procedures.     ● Quality Management/Testing:  You’ll ensure a high-quality level in case of new releases, APIs and functionalities, as well as in the standard of reporting provided to Clients. The high quality is based on adequate and extensive testing.     ● Your KPI Include:  100% Delivery of the BI Roadmap - Commercial Minimum 2 Application delivery per month     Optimizing Data Management Process & Delivering Documentation:  Establish and implement the overall strategy and transformation in collaboration with the C-level stakeholders, other counterparts and functional teams for the group to enable measurable results for each country. You’ll engage in Agile/Scrum methodologies to ensure adherence to roadmap. You’ll work in a 'squad' formation, partnering with the product team to run sprints, manage the backlog, build out capabilities, etc. Your KPI Include: 1) 100% Data Products documentation for the External Stakeholders. 2) Improving efficiency rate.     Who We Want  You have 2+ years of experience administering data analysis tools such as Data Studio, QlikSense, PowerBI, Google Analytics, Facebook Analytics, etc. Strong Excel Knowledge as well. You have 2+ years of experience with data modelling, data processing / ETL implementation, and supporting data warehouses (E.g., BigQuery, PostgreSQL etc.) Experience in start-ups or ecommerce is a plus. You enjoy working in a startup and are able to adapt to changing business needs Strong understanding and implementation of predictive / analytical modelling techniques (SQL, R, and Python), theories, principles, and practices is a plus. Strong quantitative ability, problem solving and excellent analysis skills. Strong English both spoken and written. You are a quick learner with regards to both new businesses and technologies     What We Offer  The opportunity to learn and work with some of the best Entrepreneurs and Industry Leaders, giving you insights into all aspects of building a high growth successful tech company. A highly challenging environment with diversified tasks and direct ownership. A position with significant and high-growth opportunities. An international, dynamic, and highly motivated team with a flat hierarchy. The chance to shape the digital health care landscape and impact millions of people for the better. Competitive compensation package based on experience. Show more Show less""]"
372,Frontend Developer,BioTuring,"Ho Chi Minh City, Vietnam",,,,"['In this role, you will be responsible for ensuring the alignment of web design and user experience requirements, optimizing web pages for maximum efficiency, and maintaining brand consistency across all web pages, among other duties.  Requirements:  - Proficiency with fundamental front-end languages such as HTML, CSS, jQuery, and JavaScript.  - Experience with graphic design applications such as Adobe Illustrator.  - Ability to work in a very collaborative environment.\xa0  - Hardworking and passionate.\xa0     Location: Ho Chi Minh City, Vietnam  If you have any questions, just let us know: careers@bioturing.com  \xa0  About Us:  BioTuring is directed by pioneering scientists in the field (www.bioturing.com/aboutus) and built by a team of bioinformaticians and computational biologists, all sharing the desire for solving critical problems that have positive impacts on human’s health.  Show more Show less']"
373,Chuyên viên Kiểm soát Truyền thông,CT Group Vietnam,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Leasing Real Estate,Other,Not Applicable,"['Nhiệm vụ chính  Thiết lập, duy trì và phát triển các kênh, đối tác truyền thông được phân công phụ trách (theo địa bàn hoạt động, theo phân loại đầu báo các kênh truyền thông báo chí, truyền hình, phát thanh, mạng xã hội...). Đánh giá, thu thập thông tin và báo cáo thường xuyên về danh sách đối tác được phân công quản lý, mức độ hiệu quả của từng kênh, từng đối tác truyền thông, đề xuất giải pháp đẩy mạnh quan hệ đối tác báo chí. Triển khai các sự kiện hoạt động quan hệ báo chí. Kiểm soát việc thực hiện hoạt động quan hệ báo chí đúng quy trình, đạt được mục tiêu, thời hạn và hiệu quả cao. Xây dựng quan hệ với phóng viên và cơ quan báo chí nhằm xây dựng uy tín cạnh tranh cho Tập đoàn; Xử lý và giải quyết khủng hoảng truyền thông: Soạn thảo nội dung thông cáo báo chí, truyền thông nội bộ và công chúng; Báo cáo và kiểm soát các hoạt động PR; Thực hiện các công việc khác theo sự phân công của Quản lý trực tiếp. Báo cáo trực tiếp cho Lãnh đạo Phòng Đối ngoại (phụ trách Quan hệ Báo chí)  Yêu cầu  Tốt nghiệp Đại học trở lên các chuyên ngành Báo chí; Marketing; Quản trị kinh doanh; Thương mại; Tài chính… Từ 3 - 5 năm kinh nghiệm trong lĩnh vực báo chí, truyền thông. Khả năng xây dựng và quản lý các mối quan hệ tốt. Khả năng đàm phán, thương lượng tốt. Khả năng làm việc độc lập, tương tác và phối hợp tốt. Trung thực, bảo mật Ưu tiên: có kinh nghiệm làm việc tại các Tập đoàn/ Công ty BĐS.  Chế độ phúc lợi  Thưởng nhân các ngày Lễ/Tết theo quy định của Nhà nước Thưởng thành tích định kỳ và đột xuất cho cá nhân hoặc tập thể; Thưởng sáng kiến cải tiến kỹ thuật, nâng cao hiệu quả hoạt động kinh doanh; Thưởng lương tháng 13; Thưởng thành tích theo KPIs (từ 01 - 05 tháng lương và phiếu an sinh 100.000.000 đồng); Thưởng thâm niên: 01 lượng vàng SJC (Thưởng trên mỗi lần đủ 5 năm thâm niên, các mốc 5, 10, 15, 20,…). Chính sách ưu đãi mua căn hộ với chiết khấu và quà tặng đặc biệt cho CBNV; Tặng quà nhân các sự kiện đặc biệt của CBNV: Sinh nhật, quà cho CBNV nữ nhân ngày 8/3, 20/10; Hỗ trợ cho vay cá nhân đối với CBNV; Các khoản trợ cấp: Kết hôn, tang chế, ốm đau, thai sản, cơm trưa, gửi xe, liên lạc, xăng, công tác, giao tế, đồng phục; Tổ chức xe đưa CBNV về quê ăn Tết; Chương trình Caravan xuyên Việt hàng năm; Được hưởng chế độ nghỉ dưỡng 1 lần/năm (Léman Cap Vũng Tàu); Nhiều hoạt động văn hóa, văn nghệ, thể thao, xã hội dành cho CBNV; Các chương trình chăm lo cho con em CBNV: Ngày hội gia đình (Family Day), hỗ trợ đào tạo, khen thưởng con CBNV có thành tích học tập tốt. Show more Show less']"
374,Full-Stack Technical Leader (JavaScript),SmartDev,"Đà Nang, Da Nang City, Vietnam",Software Development,Engineering and Information Technology,Mid-Senior level,"[""About Us  We are a leading\u202fprovider\u202fof\u202fglobal\u202fsoftware\u202fsolutions, established in 2014\u202fand is a wholly owned subsidiary of\u202fVerysell Technologies Group (Switzerland).\u202f We bring together smart people both internally and externally to create partnerships that push boundaries and challenge the status quo.   Our Benefits  Fringe benefits (20 leave days/ Kindergarten & lunch allowance) Premium extra healthcare insurance Yearly career/ performance evolution - A flat organization (respect, teamwork, flexibility, transparency) 13th salary bonus/ competitive salary Cutting-edge technologies/ Scrum methodology/ Agile development Udemy/ LeAcademy/ English training course Great activities (Team Building, Company Trip, Weekly Happy Friday, …)   Job Responsibilities  Lead, mentor, design, develop, and maintain full-stack, web-based applications, and tool-chains. Design and develop internal and external business systems/applications, systems interfaces, databases, reporting, or business functionality Translate business and functional requirements into documented technical specifications Utilize development skills to build (code) new systems functionality per technical specifications, with deliverable's to include code builds and automated unit tests Perform Code Reviews for all code written by the other developers, review code for team and industry standards compliance, and provide feedback to developers Facilitate/lead reviews of technical specifications and program code with other members of the technical team, and communicate design, requirements, feature set, functionality and limitations of systems/applications to team   Requirements  5+ years of software development experience Ability to do full-stack development (UI and Service/Backend development) Proficient experience using JavaScript libraries and frameworks such as AngularJS, ReactJS, React Native, NodeJS Knowledge of web and mobile server-side technologies and framework (HTML/CSS, JSP, JavaScript and Javascript, XML, jQuery) Demonstrated experience in Agile development, application design, software development, and testing Ability to effectively communicate to internal and external business partners on solution design Expertise in Objected Oriented Analysis and Design across a variety of languages Understanding and implementation of security and data protection Good English communication skill Experienced team leader and team player   Powered by JazzHR  ZAKsVpsnlV Show more Show less""]"
375,IT Business Analyst - HIREFITVN157,Manulife,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Insurance,Information Technology,Associate,"['Are you looking for a supportive, collaborative workplace with great teams and inspiring leaders? You’ve come to the right place. We’re looking for ambitious people who share our values and want to make every day better for people around the world. If this sounds like you, and the career below sounds exciting, we’d like to hear from you.  Working Arrangement  Hybrid  Job Description  The Business Analyst is responsible to ensuring client requirements are fully understood and specified in a manner that will enable full understanding from development team. The Business Analyst is reporting directly to Project Manager for specific project related items to the project manager and has authority on all the matters related to workflow of product and client requirement. Detail below  Gather business and system requirements from client Assist client to define requirements and suggest ideas Create Business Requirement Spec, SRS (System Requirement Spec), User story detail and its acceptance criteria from epic. Transfer knowledge to offshore team Assist PM on project scope, estimation and planning Assist PM on requirement sign off process and project change requests Act as the bridge between client and offshore to clarify requirement with development team (developers, testers, UI designer) in both business and system analysis view, and facilitate communication among internal team members Work with QC to verify that all requirements of the system are fulfilled by the implementation in the traceability manner among requirements, CR and implementation Write testing scenarios for UAT Support UAT in testing, verifying bugs/issues with client Assist Bid Manager in pre-sales support activities especially on analysis phase Analyze and reverse engineer the existing system to describe it in the requirement specifications that can be understood by project team  Requirements  Bachelor degree preferably in Computer Science and Business Information System Obtaining IT knowledge-base Fluent English to be able to communicate directly with customers At least 04 years of working experience of which 03 year in analyzing requirements Basic knowledge on database such as database schema and simple SQL query Knowledge of testing approaches and techniques General understanding and experience of business processes as well as an interest to understand a broad range of business models and needs Excellent communication skill and interpersonal skill Have a proactive, can do attitude Willing to travel onsite Insurance business domain knowledge is a plus  Every career at Manulife/John Hancock provides the opportunity to learn new skills and move your career forward. Ready to make an impact somewhere? What are you waiting for? Apply today.  About John Hancock And Manulife  John Hancock is a unit of Manulife Financial Corporation, a leading international financial services group that helps people make their decisions easier and lives better. We operate primarily as John Hancock in the United States, and Manulife globally, including Canada, Asia and Europe. We provide financial advice, insurance and wealth and asset management solutions for individuals, groups and institutions. Assets under management and administration by Manulife and its subsidiaries were CAD$1.3 trillion (US$1.1 trillion) as of June 30, 2021. Manulife Financial Corporation trades as MFC on the TSX, NYSE, and PSE, and under 945 on the SEHK. Manulife can be found at manulife.com.  One of the largest life insurers in the United States, John Hancock supports more than 10 million Americans with a broad range of financial products, including life insurance, annuities, investments, 401(k) plans, and education savings plans. Additional information about John Hancock may be found at johnhancock.com.  Manulife is an Equal Opportunity Employer  At Manulife/John Hancock, we embrace our diversity. We strive to attract, develop and retain a workforce that is as diverse as the customers we serve and to foster an inclusive work environment that embraces the strength of cultures and individuals. We are committed to fair recruitment, retention, advancement and compensation, and we administer all of our practices and programs without discrimination on the basis of race, ancestry, place of origin, colour, ethnic origin, citizenship, religion or religious beliefs, creed, sex (including pregnancy and pregnancy-related conditions), sexual orientation, genetic characteristics, veteran status, gender identity, gender expression, age, marital status, family status, disability, or any other ground protected by applicable law.  It is our priority to remove barriers to provide equal access to employment. A Human Resources representative will work with applicants who request a reasonable accommodation during the application process. All information shared during the accommodation request process will be stored and used in a manner that is consistent with applicable laws and Manulife/John Hancock policies. To request a reasonable accommodation in the application process, contact recruitment@manulife.com. Show more Show less']"
376,Python Developer - (Fully Remote),Flex by Finaxar,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Financial Services,Information Technology,Mid-Senior level,"['Flex is a one of the most innovative technology companies around that provides platform driven SME finance solutions to its consumers. Our team comprises of seasoned veterans from banking, supply chain management, data science and technology with proven track records. We are a team with several years of experience across Singapore, India and the rest of Asia. Our founders and key management have decades of financial and startup experience. We are backed by 500 Startups, Monk’s Hill Ventures and our solutions are built by people that understand the financing needs and challenges of small and medium businesses.  As a Software Engineer, you will design and develop elegant and performant code, predominantly in Python and related technologies. You will join a growing multi-disciplinary team of Data Scientists, Engineers, and Solutions Experts with deep domain knowledge working to develop new capabilities and workflows to solve real-world client problems.  Our ideal candidate has a strong work ethic, fantastic attitude, and is comfortable tackling any challenge set before them. We provide significant flexibility and autonomy to team members, have high expectations, and expect everyone to contribute meaningfully to our broader collective goals.  Roles And Responsibilities  Develop well-designed performant and scalable applications and micro services Writing reusable, testable, and efficient code aligning to software development best practices Integrate data storage solutions including databases, key-value stores, blob stores, etc. Build integrations with 3rd party applications through apis’ to ingest and process data Develop state-of-the-art analytics tools to support diverse tasks ranging from ad hoc analysis to production-grade pipelines and workflows for customer applications Ensure security and data protection aspects within the applications Partner with Data Scientists and Analytics Engineers to improve performance and reliability of advanced algorithms Ensure high performance and availability of distributed systems and applications Interact directly with client project team members and operational staff to support live customer deployments and production issues   Requirements  3-5+ years of experience in developing applications using python and related technologies. Familiarity in data ingestion and processing libraries in python. Thorough understanding of REST and GRPC technologies. Experience in using ORM (Object Relational Mapper) libraries for data access. Experiencing in developing and hosting APIs and integration with external applications. Experience in building data models and repositories using relational and NoSql databases. Knowledge of JIRA, Bitbucket and agile methodologies. Good to have knowledge of AWS services like Lambda, dynamodb, kinesis and others. Understanding of fundamental design principles behind a scalable application Familiarity with event-driven programming Strong unit test and debugging skills Affinity for learning and applying new technologies and solving new problems Effective organizational skills with strong attention to detail Experience in working with docker is a plus Comfortable in working with Unix/Linux environment Strong English communication skills — both written and verbal   Benefits  Tech culture of trust and empowerment Work Environment. Self-organized, autonomous teams and flexible working hours. Finaxar is a Fintech backed Tier-1 VCs, Hedge Funds and Family offices, therefore you can expect that your work will have immediate impact and you will participate in developing significant improvements. Show more Show less']"
377,Junior Software Engineer,Skedulo,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Software Development,Engineering and Information Technology,Entry level,"['Description  Top Reasons to Join Skedulo!  A dynamic product company with great tech. You get your own Macbook Pro. Balanced Workload. Perform at your Best!  Skedulo Introduction  Founded in 2013, Skedulo is a fast-growing SaaS company headquartered in San Francisco and with offices in Australia, Vietnam, and the United Kingdom. Here, we use the latest technologies and best engineering practices to deliver groundbreaking software that is making a difference around the world.  If you’re drawn to solving interesting hard problems, Skedulo is for you. Over the past 20 years, less than 5% of software investment has been focused on the needs of the world’s 2.7 billion mobile workers, and the mobile workforce is our sole focus. Join us as we build a scalable platform for the world’s largest brands working with the most respected technology partners.  Skedulo is a momentum leader in Field Service Management (based on G2 Winter 2021 rating) and is growing rapidly to meet the demands of a post-Covid world. This is a compelling opportunity to join a fast-growth, enterprise grade, SaaS based business where an outstanding mobile experience is at the heart of our product and user experience.  As a Junior Software Engineer you will be embedded within the Engineering department and act as a key interface between our Customer Experience and Engineering teams. You will troubleshoot and drive the resolution of complex, escalated customer issues that arise from business as usual product operations and from customer go-lives.  In this role you will be required to develop broad product expertise and an understanding of our product code-base, so that you can develop production-ready bug fixes. You will be a customer advocate and ensure that the customer voice is heard and incorporated into future product development activities. You will proactively identify opportunities to improve and mature our product documentation and support processes based on your customer interactions and knowledge.  Requirements  Responsibilities Day to Day Triage, trouble-shoot and resolve escalated customer issues from multiple inbound channels Works with internal and external stakeholders to facilitate the timely resolution of customer issues Create, update and enhance external and internal product documentation based on customer interactions Anticipates and communicates blockers or delays for your work before they require escalation Providing a clear end of day hand-over of critical issues for continued investigation by the global technical support engineering team Participate in customer calls and meetings where required to assist in issue resolution Drive product enhancements with the Product Development team based on your product expertise and frontline knowledge of customer needs Proactively identify and implement improvements to the global support engineering team processes Technical Duties Provides technical advice and product expertise to customers and internal stakeholders to assist in the timely resolution of customer escalated issues Collaborate with Product Development team and submit merge requests to resolve bugs Develops production-ready bug fixes that are easily testable, understood by other engineers, and accounts for edge cases and errors Ensures their commitments are realistic, understands their priority and urgency, and delivers upon them accordingly. Communication Duties Communicates with their team, internal stakeholders and with customers in an effective, clear, concise manner in both written and verbal form on technical and non technical subjects. Helps their fellow team members overcome obstacles, resolve blockers, and complete work tasks  Minimum Qualifications  Requirements  Excellent written and oral English communication skills for internal and customer communication Excellent problem solving and diagnostic skills  Desired Skills & Experience Degree in Computer Science, Information Technology, Engineering, Mathematics or similar field of study Previous experience in a customer facing role Previous experience with one or more of the following: Javascript, CSS, React.js, NodeJS Unit testing frameworks Kotlin Typescript CI/CD tooling and automation Experience working with agile development methodologies Knowledge and experience with issue tracking tools such as Jira and Zendesk 1+ years experience in a similar role  Benefits  MacBook Pro provided Competitive salary & 13th Month Bonus Working from home set up stipend: $150 Learning & Development stipend: $500 per year 7 paid sick days per year 20 paid leave days per year 8 paid Mental Healths days per year 3 paid Volunteer days per year 12 days of paid Public Holiday per year Paid Parental Leave (12 weeks) in-conjunction with eligible government benefits Miscarriage & Bereavement leave Equity in the form of SARS (Stock Appreciation Rights) Medical Benefits for employee & family Employee Referral Bonus Annual Mental Wellness Week event & Calm subscription to help support in the mental wellbeing Leadership, Mentorship, DEIB Program Fun, creative and fast-paced working environment Kitchen stocked with snacks & drinks Our offices have creative, open workspaces with room to play, reflect, and relax Our team is extremely competitive, and we will challenge your best table tennis skills Show more Show less']"
