,title,company,place,industries,job_function,seniority_level,description
54,Software Engineer (Python/Cloud),Aloha Consulting Group,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Nanotechnology Research,Engineering and Information Technology,Mid-Senior level,"['Our client is leading MNC hedge fund and quantitative investment management firm who is looking for top-notch talents to join their firm.  Develop backend application services and APIs. Integrate with AWS and external cloud services. Be an active member of an agile engineering team who is continuously looking to improve team performance. Automate CI/CD processes. Monitor and analyze platform reliability and performance and develop improvements. Work with leading cloud technologies (such as AWS, GCP). Work with leading open-source technologies (such as MySQL, PostgreSQL, ELK stack, Sentry, Redis, Git, etc.). Participate in periodic on-call duties.  Requirements  Passion toward software engineering and interest in running real-world applications at scale. Excellent coding skills, solid understanding of the broad Python ecosystem including Numpy, Pandas and Asyncio. Expertise in Python web frameworks such as Django, DRF, Flask and others. Demonstrated experience developing scalable and robust software. Experience with SQL databases (MySQL, PostgreSQL). Experience with microservices, caching tools, data visualization, log collection and aggregation, search, queuing systems. Experience with Linux environment and shell scripting. Bachelor’s degree in Computer Science or related discipline or equivalent job experience. Excellent debugging and problem solving skills.  Benefits  Performance bonus: 2-4 months  Show more Show less']"
55,Python Software Engineer (Open Remote),Wizeline,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",IT Services and IT Consulting,Engineering and Information Technology,Entry level,"['Wizeline partners with Fortune 500 companies and startups to provide intelligently designed software solutions with agile and distributed teams. Innovation in product development is at our core. We work towards goals, not checkboxes. We focus on impact. We are proud to contribute to local economies by developing technology ecosystems and giving back to the communities in which we operate.  Come join a team where all members are empowered to take ownership, raise their hands and bring inventive solutions to our partners’ toughest problems. We are engineering a better tomorrow, and creating new opportunities.  What You Will Bring To The Team  Partner with multidisciplinary teams (Technical Writing, User Experience, Project Management, DevOps and Quality Assurance) to build scalable products from inception to completion. Solving challenging problems, working with cutting edge technology with the brightest minds in the industry. Work as a Software Engineer in a distributed team. We are proponents of ownership; expect to drive internal Wizeline initiatives and objectives, as well as build relationships with direct communication with customers/stakeholders.  Are you a fit?  Must Have  Solid experience with Python 3 (2 is acceptable) Experience with C# and .NET Strong SQL skills and experience with LINQ Experience with Flask or FastAPI Experience with cloud computing and running Python on AWS (EC2, Lambdas, S3) Comfortable in learning new coding languages and frameworks, and seamlessly switching from one to another, when required. Good knowledge in algorithms and data structures Decent communication skills in English.  Nice To Have  BS/MS in Computer Science, Engineering, or a related subject. Experience with key packages and tools such as NuGet, OpenWrap. Experience with performance and memory profiling. Experience with front-end technologies such as mobile development, Angular, or React.  What You Will Love About Us  Our culture: We offer exceptional career growth opportunities to our employees with skill development workshops, mentoring programs and support for side projects or entrepreneurial work. Our benefits and perks: Wizeline offers competitive compensation and employee-centric benefits including daily meals, health benefits & wellness programs and industry-leading maternity and paternity leave,. Our Global Family: We connect cross countries, as well as language training and immigration support for expats.  #AllAreWelcomeHere  Having an inclusive environment is serious business at Wizeline. Wizeline creates and fosters a diverse, inclusive, and harassment-free workplace in which all can achieve their potential. All applicants will be considered for employment regardless of race, color, religion, sex, sexual orientation, gender identity, national origin, veteran, or disability status. Show more Show less']"
56,Fresher Software Engineer (Low code platform) - based in Da Nang,"KMS Technology, Inc.",Da Nang Metropolitan Area,Software Development,Engineering,Entry level,"[""Your key responsibilities:    The Fresher Software Engineer will be responsible for developing and maintaining applications using a low-code development platform, setting up and configuring systems for each customer's unique requirements.    If you are naturally drawn to technology and understanding it, and if you are looking for an opportunity in a fast-paced software development environment where you can develop your technical skills and soft skills in parallel, then you might be a match      Qualifications   Final year student/\xa0new graduate/\xa0less than 1 year of experience Ready to work fulltime Passion for at least one programming language\xa0 or scripting experience (C#, .Net, Java, Python) Theoretical knowledge of software development good practices and basic software design patterns Problem-solving skills and solution-oriented attitude Ability to work independently and in a team setting Good English skills (especially reading and writing)   Additional Information    Perks you Enjoy\xa0    Working in one of the Best Places to Work in Vietnam Building large-scale & global software products Working & growing with Passionate & Talented Team Diverse careers opportunities with Software Outsourcing, Software Product Development, IT Solutions & Consulting Attractive Salary and Benefits Performance appraisals every year Onsite opportunities: short-term and long-term assignments in North American (U.S, Canada), Europe, Asia. Flexible working time Various training on hot-trend technologies, best practices, and soft skills Premium healthcare insurance for you and your loved ones Company trip every summer, big annual year-end party every year, team building, etc. Fitness & sports activities: football, tennis, table-tennis, badminton, yoga, swimming… Joining community development activities: 1% Pledge, charity every quarter, blood donation, public seminars, career orientation talks,… Free in-house entertainment facilities (foosball, ping pong, gym…), coffee (latte, cappuccino, espresso), and snack (instant noodles, cookies, candies…)  And much more...Send\xa0your\xa0Resume including Academic Transcript\xa0\xa0to join us and let yourself explore other fantastic things!    Show more Show less""]"
57,Software Engineer,Athena Studio,"Ho Chi Minh City, Vietnam",,,,"[""On Athena TechHub, we focus on developing & nurturing the best talents from diverse academic backgrounds and industry experiences to embrace innovation & frontier technology.  I. RESPONSIBILITIES:  Participate in technical specification design, technical roadmap, and implementation of the system Collaborate with other engineers via code reviews to level up yourself and others, to improve your ability to provide effective feedback, and to achieve higher quality code Design processes for managing the security of the core and related applications  II. MINIMUM QUALIFICATIONS:  Over 3 years of back-end development (C# /Java/ PHP/ Golang/ Python/ Nodejs). You write secure, efficient, high quality code and have a good understanding of CS fundamentals Experience with designing databases (NoSQL and SQL). Experience with event-driven architecture or microservices architecture. Experience with unit testing. You are a fast learner who can quickly master new technologies  Preferred Qualifications  You've worked on high quality products in the finance or security space Interest in fullstack development. Experience building Web Services, SQL, CSS, React, Redux You have an strong interest in decentralized finance You have experience building blockchain applications / smart contracts  III. WHY YOU’LL LOVE WORKING HERE  Great facility to work. You will have a MacBook and extra high definition screens Premium health insurance package and annual medical check-up Sponsorship for training courses Interesting activities: gym/fitness club at work, English club, corporate social responsibility events... With regular discussions, you will have a lot of opportunities to learn from experts in their fields Annual bonus and project bonus International opportunity to expose and grow At least one abroad travels every year. We often send our elites to international conferences like GDC, WWDC, Google I/O... to update the latest technology Full labor insurance (social, health, unemployed) Annual leave 12 days / sick leave 2 days / remote work 12 days Free food & drinks, kitchen at work, PlayStation after work Friday evening party, happy hour, team activities, and awesome parties…  IV. FURTHER INFORMATION  Working hour: from Monday to Friday (8:30 -18:00) Address: Olympus Building, 40A Lam Son, Ward 2, Tan Binh District, Ho Chi Minh city. Show more Show less""]"
58,Backend Engineer - Data Infrastructure,Sky Mavis,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Software Development,Engineering and Information Technology,Entry level,"[""About The Role  We are responsible for building a centralized cloud data analytics platform using open source technologies that will be used by our internal team. The goal is to democratize data, support the company’s critical business needs, provide reporting and analytics self-service tools to fuel existing and new business-critical initiatives.  Your day to day might include:  Partner closely with internal stakeholders to gain a strong understanding of business and product data needs. Develop technical tools and programming that leverage big-data techniques to cleanse, organize and transform data and to maintain and update data structures and integrity on an automated basis. Design, build and support scalable and reliable data solutions that can enable self-service reporting and advanced analytics. Build tools to automate the monitoring or workload and take proactive measures to scale the platform or to fix the problem.   Requirements  You may be a good fit, if these points tick:  You're proficient in Python. Experience with Rust/Go is a big plus. Experience working with public cloud such as AWS, GCP is a plus. Implementation knowledge in any of the following technologies: Spark, Kafka, Postgres, Cassandra/Scylla, Redis, Elasticsearch. You learn quickly and adapt to new principles and ideas. You're a team player and can work closely with the rest of our team.   This is neither an exhaustive nor necessary set of attributes. Even if none of these apply to you, but you believe you will contribute to Sky Mavis, please reach out.  Benefits  Front row seat to one of the most exciting blockchain projects that make positive impacts in changing many people’s lives globally  A fast-paced, young, active, and fun working environment where everything revolves around games and cute species  A competitive salary package that fit your skills, experiences, and contributions  Give you freedom & ownership to your work  Embrace your nature as a gamer (Why else would you want to join us?)  You’ll acquire new skills as we usher in a new era of ownership.  Help you to give your family the security that they deserve Show more Show less""]"
59,Software Engineer (Python),WorldQuant,"Hanoi, Hanoi, Vietnam",Financial Services,Engineering and Information Technology,Entry level,"['WorldQuant develops and deploys systematic financial strategies across a broad range of asset classes and global markets. We seek to produce high-quality predictive signals (alphas) through our proprietary research platform to employ financial strategies focused on exploiting market inefficiencies. Our teams work collaboratively to drive the production of alphas and financial strategies – the foundation of a balanced, global investment platform.  Technologists at WorldQuant research, design, code, test and deploy projects while working collaboratively with researchers and portfolio managers. Our environment is relaxed yet intellectually driven. Our teams are lean and agile, which means rapid prototyping of products with immediate user feedback. We seek people who think in code, aspire to tackle undiscovered computer science challenges and are motivated by being around like-minded people. In fact, of the 600 employees globally, approximately 500 of them code every day.  WorldQuant’s success is built on a culture that pairs academic sensibility with accountability for results. Employees are encouraged to think openly about problems, balancing intellectualism and practicality. Excellent ideas come from anyone, anywhere. Employees are encouraged to challenge conventional thinking and possess an attitude of continuous improvement. That’s a key ingredient in remaining a leader in any industry.  Our goal is to hire the best and the brightest. We value intellectual horsepower first and foremost, and people who demonstrate an outstanding talent. There is no roadmap to future success, so we need people who can help us build it. Our collective intelligence will drive us there.  What You’ll Bring  Python programming or hands-on industry experience with C++ Bachelor’s degree or higher from a top university in computer science, information technology, engineering, or any other related fields. 5+ years as developer in a systematic environment, possess core technical skills Familiarity with scripting languages and developing multithreading real-time applications on Linux/Unix platforms Working knowledge in various database and messaging technologies such as SQL, Redis, Kafka etc Experience with data analysis is a plus Excellent problem solving skills and out of the box thinking ability Excellent problem solving abilities and judgment with strong attention to detail Mature, thoughtful, with the ability to operate in a collaborative, team-oriented culture Proficiency in English, both written and verbal.  Benefits  Competitive and attractive compensation package with clear career road-map – where you feel challenged everyday We offer a strong culture of learning and development: training courses, library, speakers, share and learn events Learn from who sits next to you! Working in WQ you are surrounded by smart and talented people Employee resources groups with strong diversity and inclusion culture Premium Health Insurance and Employee Assistance Program Generous time-off policy, unlimited sick days, re-creation sabbatical leave (based on tenure), Trade Union benefits for staff and family Team building activities every month: Local engagement events, monthly team lunch – Employee clubs: football, ping-pong, badminton, yoga, running, PS5, movies, etc. Annual company trip and occasional global conferences – opportunity to travel and connect with our global teams Happy-hour with tea break, snacks and meals every day in the office!  The position is based in Hanoi or Ho Chi Minh city.  Copyright © 2021 WorldQuant, LLC. All Rights Reserved. WorldQuant is an equal opportunity employer and does not discriminate in hiring on the basis of race, color, creed, religion, sex, sexual orientation or preference, age, marital status, citizenship, national origin, disability, military status, genetic predisposition or carrier status, or any other protected characteristic as established by applicable law.   Show more Show less']"
60,Fresher Software Engineer (Low code platform),"KMS Technology, Inc.","Ho Chi Minh City, Ho Chi Minh City, Vietnam",Software Development,Engineering,Entry level,"[""Your key responsibilities:    The Fresher Software Engineer will be responsible for developing and maintaining applications using a low-code development platform, setting up and configuring systems for each customer's unique requirements.    If you are naturally drawn to technology and understanding it, and if you are looking for an opportunity in a fast-paced software development environment where you can develop your technical skills and soft skills in parallel, then you might be a match      Qualifications   Final year student/\xa0new graduate/\xa0less than 1 year of experience Ready to work fulltime Passion for at least one programming language\xa0 or scripting experience (C#, .Net, Java, Python) Theoretical knowledge of software development good practices and basic software design patterns Problem-solving skills and solution-oriented attitude Ability to work independently and in a team setting Good English skills (especially reading and writing)   Additional Information    Perks you Enjoy\xa0    Working in one of the Best Places to Work in Vietnam Building large-scale & global software products Working & growing with Passionate & Talented Team Diverse careers opportunities with Software Outsourcing, Software Product Development, IT Solutions & Consulting Attractive Salary and Benefits Performance appraisals every year Onsite opportunities: short-term and long-term assignments in North American (U.S, Canada), Europe, Asia. Flexible working time Various training on hot-trend technologies, best practices, and soft skills Premium healthcare insurance for you and your loved ones Company trip every summer, big annual year-end party every year, team building, etc. Fitness & sports activities: football, tennis, table-tennis, badminton, yoga, swimming… Joining community development activities: 1% Pledge, charity every quarter, blood donation, public seminars, career orientation talks,… Free in-house entertainment facilities (foosball, ping pong, gym…), coffee (latte, cappuccino, espresso), and snack (instant noodles, cookies, candies…)  And much more...Send\xa0your\xa0Resume including Academic Transcript\xa0\xa0to join us and let yourself explore other fantastic things!    Show more Show less""]"
61,Software/ Data Engineer,Techcombank (TCB),"Hanoi, Hanoi, Vietnam",Banking,Information Technology,Mid-Senior level,"[""Mục tiêu / Objective  - The job holder is responsible for developing programs, algorithms and automated processes to cleanse,  integrate and evaluate large datasets from disparate sources and implement complex business logic as  needed with the available data processing tools.  - The job holder will be responsible for helping build a reliable, sustainable and scalable data processing  platform, working with other tribe members to support data pipelines, convert models to machine learning  codes and recommend Big Data reporting and visualization applications.  Trách nhiệm chính / Key accountabilities  A. Data Architecture  Deliver functionality required for business and data analysts, data scientists and other business roles to  advance the overall analytic performance and strategy of the bank  Assist in building best practices and strategies for data infrastructure to fulfill data analytic and utilization  needs of the business with emerging latest technologies and capabilities.  - Collaborate with relevant teams on opportunities to manage data and provide solutions for complex data  feeds within the bank.  - Maintain data integration processes into the data platform by building data pipelines and align with  business representatives and business information needs.  - Review internal and external business and product requirements for data operations and activity and  suggests changes and upgrades to systems and storage to accommodate ongoing needs.  B. Data Integration  - Obtain and integrate data and information from various sources into the firm’s platforms, solutions and  statistical models.  - Collaborate with Data Scientists to understand data requirements and create re-usable data assets to  enable data scientists to build and deploy machine learning models faster.  - Write scripts and ingest raw data to build and maintain optimized data pipelines and ETL solutions as  business support tools in providing analysis.  - Ensure data assets are organized and stored in an efficient way so that information is easy to access and  retrieve.  Yêu cầu/ Requirements  Bằng cấp, Kinh nghiệm/ Qualification and experiences  - Bachelor or Master’s degree in Statistics, Mathematics, Quantitative Analysis, Computer Science,  Software Engineering or Information Technology  - 2 to 4 years of relevant experience with developing, debugging, scripting and employing big data  technologies (e.g. Hadoop, Spark, Flink, Kafka, Arrow, Tableau), database technologies (e.g.  SQL, NoSQL, Graph databases), and programming languages (e.g. Python, R, Scala, Java, Rust,  Kotlin) with preference towards functional/trait oriented  - English proficiency requirements are pursuant to Techcombank's policy  - Experience in designing and building dimensional data models, ETL processes, applied data  warehouse concepts and methodologies, optimized data pipelines and assisted the architect as  needed  - Experience monitoring complex system and solving data and systems issues having a consistent  and algorithmic approach to resolving them  - Deep understanding of Information Security principles to ensure compliant handling and  management of all data  - Experience working in Agile teams to support digital transformation projects, having a clear  understanding of Agile principles, practices and Scrum methodologies  - Has some know-how and partial scripting and coding experience to set up, configure & maintain  a machine learning model development environment  - Some experience architecting, coding and delivering high performance micro services and/or  recommenders delivering recommendations to a large user-base  Show more Show less""]"
62,Big Data Engineer,Trusting Social,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",IT Services and IT Consulting,Engineering and Information Technology,Entry level,"[""We are an AI Fintech company specialized in assessing credit profiles of consumers in emerging markets combining pioneering AI with large alternative data sources. In 2020 we reached our ambitious milestone of credit profiling 1bn consumers spanning 4 countries - Vietnam, Indonesia, India & the Philippines - and building a platform for the wider industry and the financial services industry in particular to provide the 'un & under' served access to credit. At the core of this initiative has been our strict and unwavering adherence to the norms of consumer data privacy and consumer data rights.  But we're not satisfied as we embark on the next leg of our journey to deliver 100 million credit lines to consumers in the markets where we operate. Although this goal is ambitious, we truly believe that by harnessing the power of AI & Big Data we can deliver financial access at unprecedented scale.  As a firm, we're audacious problem solvers motivated by our impact on society. We deeply espouse the values of ownership - of our actions and initiatives, integrity in all we do and agility in execution.  We place great importance on doing what is right, what is best and what is innovative. And we are seeking people to champion these values and beliefs as we grow. Trusting Social is looking for 2 Big Data Engineers. If you are smart, driven and want to make a difference in the world with the most advanced and fascinating technology, come join our team. We can satisfy your desire to explore new territory and give you the runway to really make an impact.  What You Will Do  A Data engineer in TrustingSocial works on the data pipeline infrastructure that is veritably the backbone of our business. In a day's job you would be writing elegant functional SCALA code to crunch TBs of data on Hadoop clusters, mostly using Spark. In a week's job, you would be owning a data pipeline deployment to clusters : on-prem or on-cloud (AWS or GCP or more). In a month's job, you would be managing Hadoop clusters right from security to reliability to HA. Did we mention we are building a pluggable,unified data-lake from scratch? Time to time you have new challenges for automating and scaling tasks for Data science team. We constantly look to improve our framework and pipelines, hence learning on the job is sort of a given. This is the big picture of our big data system. Our expertise and requirements include but are not limited to Spark, Scala, HDFS, Yarn, Hive, Kafka, Distributed Systems, Python, Datastores (Relational and NoSql) and Airflow.  What You Need To Have  Experienced with Java/Scala (Python is a plus). Experienced with Big Data stacks: Hadoop, Spark (Must have), etc. Knowledge of various ETL techniques and frameworks, such as Spark, Yarn, Airflow, Oozie, etc. Understanding of distributed computing principles Experience with NoSQL databases. Experience with various messaging systems, such as Kafka or RabbitMQ  What You Will Get  Opportunity to work and learn from one of the best and brightest technology teams in Vietnam Be part of a winning team with exponential growth regionally, experience recruiting world-class talents Top market rate pay Generous benefits: health insurance package for family, Free Food at the office - All Day, Grab for work allowance  Learn More About Us Here  Additional Info  https://www.youtube.com/watch?v=inAEDGvOcL8&t=29s Show more Show less""]"
63,IT Engineer (C++ Software / Python Software / AI,Adecco,"Bac Ninh, Vietnam",Wholesale Import and Export and Industrial Machinery Manufacturing,Engineering and Information Technology,Mid-Senior level,"['Job Responsibilities  Research and improve the operation logic of PC-controlled machines using programming languages like C++/C#/Python/… Building and developing applications of algorithms related to programming in industrial machine systems Perform data normalization and analysis to understand trends Prepare reports to analyze the causes and solutions to improve the performance of the machine  Experience Requirements  At least 2 years of working experience in related field Have good skills in handling new tasks arising in the process of operating and developing application systems Ability to analyze information and synthesize reports Good conversational English  Education requirements  Graduated from university majoring in: Information Technology, Electronics and Telecommunications, Computer Science...  Contact Person  Thao Do Adecco Show more Show less']"
64,"Fresher Software Engineer, Apollo",KMS Labs,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Software Development,Engineering,Entry level,"['Love Coding. Follow Your Passion. Take Your Skill to the Next Level.  The responsibility includes:    Participate in all software development activities Clarify requirements with client/team\xa0 Write high-quality code to implement software features or fix bugs and Unit Test Report the status to client/team\xa0   Qualifications   Final year student/ new graduate/ less than 1 year of experience\xa0 Ready to work full-time officially Good IT background, special on NodeJS/.NET Good critical and logical thinking skills Commitment to excellence and self-improvement\xa0 English: good writing and reading skills   Additional Information    Perks you Enjoy    Highly competitive salary and benefits Work with a highly talented team in one of the best places to work in Vietnam Modern office in HCMC; premium healthcare insurance for you and your family; annual company trip and year-end party; many fitness/sport programs and team building events; in-house entertainment facilities, snacks and beverages.  And much more, join us to build high-impact global products from Vietnam!    Show more Show less']"
65,Data Engineer,Senspark,"Ho Chi Minh City, Vietnam",,,,"['Mô tả công việc:  Xây dựng cơ sở hạn tầng cần thiết để trích xuất, chuyển đổi và tải dữ liệu tối ưu từ nhiều nguồn dữ liệu khác nhau. Phát triển hệ thống cơ sở dữ liệu phục vụ cho các hoạt động Game Marketing và Game Product của công ty. Phối hợp với bộ phận Data Analyst, Marketing, Game Designer để xây dựng các công cụ hỗ trợ công việc báo cáo. Tối ưu và đảm bảo tính chính xác, sự ổn định và bảo mật của dữ liệu. Luôn cập nhật tình hình các thư viện hỗ trợ lấy dữ liệu (Firebase, Google Analytics, 3rd Party Ads API…). Các công việc khác theo yêu cầu của cấp trên.  Yêu cầu công việc:  Ít nhất 3 năm kinh nghiệm về Data Engineer (ưu tiên có kinh nghiệm về mảng Game Mobile và Blockchain). Tốt nghiệp đại học chuyên ngành về Khoa học máy tính, Thống kê, Tin học, Hệ thống thông tin…\xa0(ưu tiên tốt nghiệp các trường đại học Quốc gia). Sử dụng thành thạo ngôn ngữ lập trình Javascript, SQL, app scripts. Sử dụng thành thạo các công cụ thuộc hệ sinh thái Google như: Google BigQuery, Google Sheets, Google App Scripts, Google Data Studio… Kinh nghiệm xây dựng và tối ưu hóa các kiến trúc và tập dữ liệu lớn. Kinh nghiệm xây dựng các quy trình hỗ trợ và chuyển đổi dữ liệu, cấu trúc dữ liệu, siêu dữ liệu. Kinh nghiệm về thực hiện phân tích nguyên nhân gốc rễ trên dữ liệu để xây dựng hệ thống hoàn chỉnh. Kinh nghiệm sử dụng các dịch vụ đám mây Google Cloud, AWS, EC2 .. Xử lý công việc độc lập và khả năng làm việc nhóm tốt. Kỹ năng tư duy phản biện, thuyết trình tốt. - Đọc, hiểu tài liệu tiếng anh tốt.  Quyền lợi được hưởng:  Lương: Upto 2000$. Kèm bonus siêu to: Thưởng KPI, quý, lễ,thâm niên, dự án, đặt biệt thưởng Bcoin siêu hot. Thưởng cuối năm theo HĐKD (năm 2021: Thưởng lên đến 08 tháng lương). Hỗ trợ cơm trưa: 50.000 đ/ngày. Bảo hiểm xã hội được công ty đóng 100%. 15 ngày phép năm, được hoàn tiền phép dư. Miễn phí gửi xe tại tòa nhà. Các bữa tiệc hàng tháng, team building, du lịch hàng năm, cùng nhiều sự kiện thú vị khác để gắn kết nhân viên. Nhiều khu giải trí dành cho bạn xả stress: Máy chơi game Ps4, Bi Lắc… hoặc thả hồn trong những khu vườn thơ mộng tại Farm Club Senspark. Sẵn sàng tạo điều kiện, khai thác tiềm năng để nâng cao giá trị của mỗi nhân viên. Show more Show less']"
66,"AI Engineer - Catalog Intelligence, Data Platform",TIKI,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Internet Publishing,Engineering and Information Technology,Entry level,"['Tiki is Vietnam’s most trusted e-commerce platform. It is a marketplace platform for thousands of sellers to sell their products to millions of customers. It posts 3-digit growth every year and has millions of new products every month. Engineering at Tiki is all about developing well rounded technologists. Technologists who are not only hands on architects/programmers but also product builders. Engineers who also understand customer needs and business strategy first hand. Our growth will expose you to building architectures that use next gen technology. Our scale of data and customer base provide the opportunity for you to innovate using AI and learning. Problems you will solve on a day to day basis are first of its kind for a developing ecommerce market. Engineering at Tiki is a career building opportunity.  The Commercial Data Science team is currently working with big-impact and interesting projects in one of the biggest ecommerce platforms in Vietnam, including Product Quality Control, Recommendation for Advertisement, Pricing Optimization etc. This multi-disciplinary team bring expertise in data, algorithms, performance software on state-of-the-art computing platforms, and validation to the actual products. You will have opportunities to work with experts from different business, solve multiple business problems using structured and unstructured data, and get hand-on experience on production of data products. As an AI Engineer, you will research and develop Computer Vision and Natural Language Processing algorithms for product quality and collaborate with other domain experts to bring our innovations from concept to product.  Responsibilities  Develop, implement and maintain end to end algorithm models for products related to images, NLP. Analyze new imaging architectures. Collaborate with data scientist and data engineer to optimize algorithm performance across a wide range of environmental conditions. Collaborate with platform software engineers to co-optimize algorithms and software implementation. Join with data scientists to work with other new data products.  Requirements  Graduated from one of the following disciplines: Computer Science, Statistics, Computer Vision, Natural Language Processing. Solid understanding of key algorithms and problems around image processing and language processing. At least 1 year of experience in project related to deep learning and image processing. Proficient in python programming language and have used frameworks such as TensorFlow, PyTorch, Keras… Experience in production of a data product is a plus. Having Java/C/C++ programming skills is a bonus point Prioritize news/ math awards or scientific articles in seminars on image processing, image identification, language processing. Ability to read and understand English documents. Good written communication and presentation skills.  Benefits:  Inside our engineering team:  We iterate constantly. There‘s no such thing as the best version of anything, just a constant stream of improvements and tests. We move fast, really fast. Major changes can be executed in a few days, many times just a few hours. We have a data-informed mindset. We try to use data to inform our decision as much as possible. We are independent. Most of the time, your team will not need technical assistance from other teams. We take risks. We‘re not afraid to challenge ""best practices"".  Our attractive offers include:  Open communication with passionate and experienced members. Challenging working environment. Easy access to the library with tons of startup, product, UX, coding... books. Private healthcare insurance. Annual health check-ups. Special internal programs for Tikiers when shopping on Tiki.vn (free ship TikiNow service, discount...). Internal events to bond our mutual understanding & spirit such as team building, team outing, Tiki‘s birthday, year-end party... New & beautiful office with a pantry room (with bar), entertainment & gymnastic equipment, yoga rooms, a library, and an open space facilitating cross-department communication. Competitive salary and performance review Show more Show less']"
67,Embedded Software Engineer,Biolase International LLC,Ho Chi Minh City Metropolitan Area,,,,"['Can develop on stand-alone ARM 32-bit micro-controller to drive LVDS or TFT displays, on top of which will be capacitive touch-screen. Skill to develop firmware for PIC16 chip Skill to develop firmware on STM32 MCU Knowledge for FreeRTOS Experience on driver development and application development on embedded systems for Linux, Android … Experience to use In-Circuit Emulator for debugging. 3-5 years of experience working in embedded environments  Show more Show less']"
68,Operations Software Engineer - Onsite/Remote,Spores Network,"Ho Chi Minh City, Vietnam",,,,"['Senior/ Junior Operation Software Engineer  Job description:  ▪ Participate in blockchain development projects (NFT & DeFi applications).  ▪ Participate in the research and development and cooperate with other teams/developers to build high quality and desirable products  ▪ Participate with operation team for making operation tools.  ▪ Working type: onsite or remote     Requirements  ▪ Basic knowledge: data structure & algorithm, OOP (design patterns) ▪ Skillful in the following programming languages is a plus: Go, Rust, Postgres, MongoDB, NodeJS, Nestjs, HTML, CSS, React, Nextjs ▪ Have 1+ year of experience about ERP & operation-side systems. Spores tech stack at present:  ● Backend: NodeJS, Go, Rust, Postgres, MongoDB  ● Frontend: React, Javascript, HTML, CSS, Next.js  ● Smartcontract: Solidity, Rust     Benefits:  ● Salary: up to 2000$/month plus performance bonus  ● Be a part of the blockchain and cryptocurrency revolution that is changing the world, with plenty of opportunities for personal growth and development  ● Mentorship and coaching by senior leaders in the company, who are successful serial entrepreneurs and alumni of Ivy League schools (Yale, LSE, Harvard, University of Chicago)  ● Startup perks (e.g. remote working, relaxed dress code, annual health check, wellness stipend, happy hours, and high-performing startup culture)  ● Extra paid vacation days  ● Work with world-class experts around the world in the areas of blockchain, NFT, virtual reality, media and entertainment, arts, investment and more     About Us  SPORES LABS Spores Network is a GameFi and Metaverse Publisher seeking to empower Web3 experiences that integrate with culturally forward Entertainment IP and Corporate Brands. Our core business consists of Launchpad, Marketplace, Incubator. Our founding team combines successful, international serial entrepreneurs with several achievements in traditional businesses as well as in the blockchain space. Spores Network is also supported by a world-class advisory board, top KOLs and global investors, with a proven track record in blockchain and cryptocurrencies. The Spores team is headquartered in Vietnam, with presence in China (Shanghai) and USA (Los Angeles and Chicago).     Our website: https://spores.app/  Send CV to: khanhlinh.nguyen@spores.app  Show more Show less']"
